FECH;ADUA;PAIS;COD_PAI4;COD_SAL1;COD_SAL;DPTO2;VIA;BANDERA;REGIM;MODAD;FINALID;CER_ORI1;SISESP;DPTO1;UNID;CODUNI2;CANTI;PBK;PNK;FOBDOL;FOBPES
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;37;32,18;20;28,3;119288,17
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;1159;184,74;163,63;18385,25;77721621,99
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;7;10,88;10;2,8;11868,78
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;83;25;25;95,27;402743,44
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;1615;257,42;228,01;21262,76;89885978,99
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;326;64,78;54;936,38;4018341,7
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;90;25,94;23;200;871879
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;3700;1878;1850;21275;86243744
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;129;227,85;120;380,76;1668804,14
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;33;KG;66;82;66;4350;18389146,5
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;82;M2;84;45;45;263,94;1115777,3
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;82;M2;456,76;66,88;62,82;1211,02;5113035,43
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;82;M2;537,31;87,21;82,15;1112,99;4697424,27
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;82;M2;375,28;52,78;49,99;964,41;4068123,68
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;82;M2;53,63;4,66;4,38;107,97;455859,05
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;82;M2;1386,89;293,69;278,47;2843,02;11577582,92
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;82;M2;4,35;2,06;1,96;26,46;111697,97
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;82;M2;158,6;21,3;10;5;20774,7
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;82;M2;162,17;33,95;32,25;302,87;1268571,24
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;82;M2;8,25;0,84;0,81;18,81;79409,12
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;82;M2;37,25;5,73;5,44;86,25;350246,58
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;82;M2;659,74;145,65;138,39;1752,16;7395237,31
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;82;M2;5,68;0,46;0,44;21,56;91013,16
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;33;KG;22,77;24,24;22,77;255,96;1080686,15
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;33;KG;114,85;121,6;114,85;816,24;3408232,77
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;33;KG;594,14;626,67;594,14;4294,74;17835202,33
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;13;33;KG;281,11;296,12;281,11;2522,69;10496565,77
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;20;40,78;30;29,27;126613,7
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;254;158,14;115;631,8;2711795,79
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;27;40;40;30,4;128512,65
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;56;41,57;20;303,36;1330737,17
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;300;117,49;60,44;215,7;910760,4
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;180;141,57;120;292,8;1257376,35
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;4;4,73;2;4,4;18614,68
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;219;250,89;160,94;498,03;2140725,17
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;267;382,56;210;556,99;2402025,44
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;77;16,62;8;123,27;540743,57
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;535;203,92;150;1914,16;8111256,9
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;45;20;20;180,35;762409,78
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;2154;193,8;175,78;4716,19;19568441,65
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;1;0,13;0,1;0,6;2543,31
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;245;112,35;80;795;3448438,84
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;10;5,82;2,84;7,5;31721,24
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;650;71,44;39,44;308,9;1306835,42
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;1;1,18;0,5;0,8;3384,48
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;48;20,78;10;91,92;403221,78
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;78;30;30;28,34;119804,23
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;53;20;20;70,79;299256,93
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;19;2U;21;4,15;2;48,15;211217,67
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;478;50,13;30,44;381,2;1612708,52
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;118;61,02;41,44;94,6;397215,27
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;71;25,19;20,44;58,6;247968,13
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;67;47,77;29,44;74,9;316872,68
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;79;32,18;20;56,8;238450,76
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;448;59,93;27,58;289,6;1208900,56
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;29;11,83;5;14,5;61343,84
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;200;24,11;19,44;40;169224,4
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;827;55,6;45,99;6180,9;25480116,24
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;1713;117,78;94,84;8667,6;35715885,91
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;433;156,5;100,5;663,51;2832891,14
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;3;0,55;0,42;0,9;3739,44
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;42;64,12;35;56,31;244575,98
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;3;4,73;2;5,4;22845,29
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;70;86,12;57;150,08;652988,89
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;19;2U;500;289,69;280;530;2293914,1
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;19;2U;557;70,15;40,44;749,9;3163071,37
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;19;2U;355;116,57;95;1279,41;5498683,18
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;19;2U;6;5;5;25,76;108897,56
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;500;21,3;10;25;103873,5
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;306;344,02;325;315,4;1359832,37
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;94;21,3;10;47;195282,18
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;22;45,72;22;64,75;284036,23
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;33;KG;3633,22;4183;3633,22;76065,76;322296163,4
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;100;21,3;10;20;83098,8
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;33;KG;10,74;13,33;10,74;77,6;319760,11
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;6;10;10;24,7;104416,53
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;1;39,07;38;80;338557,6
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;1;21,3;10;5;20774,7
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;1;24,11;19,44;1;4230,61
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;1;24,11;19,44;1,3;5499,79
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;2;24,11;19,44;2,4;10153,46
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;1605;85;67,2;4542,19;18811161,93
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;33;KG;5;10,39;5;20,84;91417,99
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;24;3,82;3,39;164,64;695997,48
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;19;24,11;19,44;1,1;4653,67
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;5;24,11;19,44;4,5;19037,74
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;784;789,84;380;2002,3;8783409,31
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;8;22,47;16;37,38;159835,51
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;4;24,11;19,44;6;25383,66
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;114;45;45;441,68;1867153,6
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;340;21,3;10;272;1130143,68
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;22;4,15;2;52,98;232405,24
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;1;21,3;10;1,1;4570,43
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;106;85,78;75;621,23;2629510,21
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;72;15;15;287,28;1214444,59
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;42;16,62;8;57;250039,62
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;1;10,88;10;0,9;3814,96
2310;3;196;CRI;3;BOG;11;0;580;1;198;1;8;2;11;11;U;50;10,88;10;10;42388,5
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;82;M2;1178,56;176,94;165,41;3017,25;12736988,96
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;82;M2;1615,68;298,21;278,77;4339,08;18316948,89
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;82;M2;6,98;0,84;0,79;16,34;68977,51
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;82;M2;22,5;2,69;2,52;69,75;294441,95
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;82;M2;877,2;117,56;109,91;2083,1;8793577,48
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;82;M2;82,96;8,84;8,27;209,84;885816,47
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;82;M2;947,26;249,95;233,66;3580;15112576,17
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;82;M2;7,7;0,81;0,76;21,47;90633,24
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;82;M2;42,67;4,97;4,65;118,33;499517,07
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;82;M2;61,76;15,09;14,11;282,73;1193513,58
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;33;KG;120,99;129,42;120,99;2100,98;8869055,95
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;33;KG;67,58;72,29;67,58;732,2;3090901,75
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;33;KG;111,82;119,62;111,82;1048,44;4425874,12
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;33;KG;98,57;105,45;98,57;1784,42;7532732,74
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;2;1;11;33;KG;967,44;1035,01;967,44;11239,62;47446819,46
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;1;11;11;U;505;714;656;24492,5;103392394,6
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;346;308,52;100;225,9;990946,49
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;50;61,7;20;154,22;676510,7
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;151;92,55;30;253,85;1113553,64
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;18;61,7;20;33,21;145680,97
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;82;M2;6;18,51;6;12,06;52903,11
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;151;246,81;80;424,49;1862093,3
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;68;61,7;20;131,7;577723,12
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;98;92,55;30;113,45;497666,57
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;96;191,28;62;422,57;1853670,91
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;121;154,26;50;200,81;880885,19
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;61;123,4;40;82,1;360144,78
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;102;215,96;70;203,44;892422,11
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;1051;146,91;84,93;4295,96;17767624,15
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;8;0,72;0,55;98,32;405139,35
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;38;30,85;10;39,78;174501,33
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;534;47,95;36,54;5608,72;23111403,8
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;111;9,96;7,59;1396,86;5755929,25
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;21;1,88;1,44;339,36;1398373,6
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;70;62,95;20,96;180,35;776980,79
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;19;2U;300;389;379;480;2031345,6
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;19;2U;166;154,26;50;3876,92;17006729,88
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;23;70,96;23;25,54;112035,29
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;12;3,08;1;22,8;100015,84
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;163;218,98;185,8;5056,34;20940478,15
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;34;15,42;5;67,35;295441,55
2310;3;196;CRI;3;BOG;11;0;580;1;199;1;8;2;11;11;U;5;59;52;1915;7890987,3
2310;3;196;CRI;3;BOG;11;0;580;1;199;2;8;2;11;11;U;30;20;20;247,8;1006273,67
2310;3;196;CRI;3;BOG;11;0;580;1;199;2;8;2;11;11;U;28;20;20;297,36;1207528,4
2310;3;196;CRI;3;BOG;11;0;580;1;199;2;8;2;11;11;U;80;55;55;849,6;3450081,16
2310;3;196;CRI;3;BOG;11;0;580;1;199;2;8;2;11;11;U;100;70;70;826;3354245,58
2310;3;196;CRI;3;BOG;11;0;580;1;199;2;8;2;11;11;U;20;10;10;47,2;191671,17
2310;3;196;CRI;3;BOG;11;0;580;1;199;2;8;2;11;19;2U;150;130;130;5515,5;22397507,86
2310;3;196;CRI;3;BOG;11;0;580;1;199;2;8;2;11;11;U;9;5;5;21,24;86252,02
2310;3;196;CRI;3;BOG;11;0;580;1;199;2;8;2;11;11;U;1;145;145;222,4;903128,59
2310;3;196;CRI;3;BOG;11;0;580;1;310;2;8;2;11;33;KG;25;27,5;25;366,18;1486994,72
2310;3;196;CRI;3;BOG;11;0;580;1;310;2;8;2;11;33;KG;2;2,2;2;43,2;175427,85
2310;3;196;CRI;3;BOG;11;0;580;1;310;2;8;2;11;11;U;12;3,3;3;73,32;297740,05
2310;3;196;CRI;3;BOG;11;0;580;1;310;2;8;2;11;11;U;86;47,24;46;550,4;2329276,28
2310;3;196;CRI;3;BOG;11;0;580;1;310;2;8;2;11;11;U;78;43,13;42;798,72;3380159,07
2310;3;196;CRI;3;BOG;11;0;580;1;310;2;8;2;11;11;U;32;17,46;17;73,6;311472,99
2310;3;196;CRI;3;BOG;11;0;580;1;310;2;8;2;11;19;2U;221;124,28;121;1980,16;8379977,71
2310;3;196;CRI;3;BOG;11;0;580;1;310;2;8;2;11;11;U;117;64,7;63;1198,08;5070238,61
2310;3;196;CRI;3;BOG;11;0;580;1;310;2;8;2;11;11;U;12;6,16;6;46,08;195009,17
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;2;2;11;33;KG;2790;2796;2790;20082,6;84988960,72
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;2;2;11;11;U;65000;169;169;2022;8495493,66
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;27;25,12;22,98;1458;6356005,2
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;105;1928;1928;245,85;1039303,83
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;119;80;80;182,47;771371,85
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;98;40;40;181,38;766763,99
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;28;40;40;49,11;207607,12
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;82;M2;1;6;6;1,02;4311,93
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;4;2,06;1,88;119,6;521384,24
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;165;120;120;387,34;1637437,23
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;116;80;80;404,35;1709345,14
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;28;50;50;91,78;387989,85
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;22;5;5;564;2384247,96
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;121;120;120;183,42;775387,87
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;111;35,05;32,06;2034,4;8868763,36
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;202;130;130;331,89;1403028,46
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;11;1,72;1,32;26,13;110461,7
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;207;180;180;722,25;3053232,42
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;58;50;50;60,09;254023,86
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;5;11;U;144;14;14;765,6;3236489,78
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;44;45,59;41,69;2646;11534972,4
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;111;25;25;247,18;1044926,26
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;11;30;30;32,01;135318,75
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;40;18,09;16,54;1050;4577370
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;19;2U;204;160;160;495,75;2095728,59
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;19;2U;13;30;30;24,7;104416,53
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;26;6,04;5,53;351;1530149,4
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;27;35;35;115,45;488052,17
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;76;151;151;2026,01;8564734,41
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;19;20;20;92,73;392005,87
2310;3;196;CRI;3;BOG;11;3;23;1;198;1;8;2;11;11;U;5;7;7;5,1;21559,68
2310;3;196;CRI;3;BOG;11;3;493;1;198;1;6;2;5;11;U;3240;55,61;52;1296;5484633,12
2310;3;196;CRI;3;BOG;11;3;493;1;198;1;6;2;5;11;U;2760;221,38;207;1104;4672094,88
2310;3;196;CRI;3;BOG;11;9;149;1;198;1;8;2;11;11;U;250;17;8;25;106242,75
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;1;11;11;U;10200;150,45;150,45;2356;9898804,68
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;1;11;82;M2;274,56;38,62;36,19;811,03;3287720,96
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;1;11;82;M2;6882,65;1161,27;1087,61;18290,09;74143635,21
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;1;11;82;M2;2950,88;414,85;388,56;6500,03;26349561,59
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;1;11;82;M2;640,32;140,25;131,36;2168,46;8790416,4
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;1;11;82;M2;110,93;12,51;11,73;310,01;1256706,13
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;1;11;82;M2;122,95;14,6;13,69;341,41;1383994,19
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;1;11;82;M2;76,56;21,82;20,45;379,46;1538239,76
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;1;11;33;KG;48,36;51,62;48,36;928,4;3763510,77
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;1;11;33;KG;72;76,87;72;688,45;2790811,07
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;1;11;33;KG;186,64;199,28;186,64;1793,17;7269080,81
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;1;11;33;KG;603,25;644,11;603,25;7702,79;31225261,98
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;2;11;11;U;111000;288,6;288,6;3183;13373469,99
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;2;11;11;U;27;10,58;10,08;607,5;2564919,67
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;2;11;11;U;423;129,1;123;5500,8;23224872,67
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;2;11;11;U;153;68,22;65;1393,83;5884875,7
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;2;11;11;U;69;31,48;30;1476,6;6234338,09
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;2;11;11;U;480;157,44;150;4089,6;17266659,26
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;2;2;11;11;U;351;82,14;78,26;2245,05;9478803,15
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;33;KG;453,14;482,91;453,14;4404,66;18624854,03
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;33;KG;622,83;670,58;622,83;20168,45;85318373,09
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;33;KG;73,12;79,21;73,12;10573,55;44715787,11
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;33;KG;361,46;389,2;361,46;36401,43;153907785,1
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;33;KG;155,56;186;155,56;9870;41769543,9
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;33;KG;756,67;818,25;756,67;30484,97;128938767,6
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;33;KG;180,93;202,75;180,93;3907,47;16541805,49
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;33;KG;43,35;47,83;43,35;4065,63;17204750,31
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;13;82;M2;325,38;39,34;34,18;497,01;2014759,24
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;36;15,74;13,54;252;1063966,68
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;100;94,46;81,24;1512;6383800,08
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;211;78,29;69,66;1262,93;5540044,51
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;672;202,12;178,03;3412,07;14418785,4
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;1554;458,29;403,29;8107,61;34420646,36
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;1105;201,27;178,12;3177,58;13473785,38
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;3078;414,67;357,79;6605,7;27776068,83
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;1459;186,36;160,55;2975,87;12537996,8
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;30912;5021,92;4434,14;85212,98;359823255,3
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;1101;187,22;164,04;2967,23;12544024,51
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;3997;1471,65;1298,51;24725,88;104692945,8
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;953;245,68;218,14;3838,31;16080209,85
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;214;161,72;143,89;2608,66;11443304,47
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;462;386,84;341,16;6846,86;29338011,44
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;863;618,68;547,27;10375,49;44947361,12
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;445;449,76;393,45;7226,92;31106106,57
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;22896;13683,04;11829,63;252159,24;1050687413
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;425;159,93;140,8;2528,75;10695999,41
2310;3;196;CRI;3;BOG;11;9;169;1;198;1;8;1;11;11;U;111;110,53;95,06;1769,34;7470312,72
