ADUA,COD_PAI4,CANTI,FOBDOL,FOBPES
35,PAN,30,9297,35744430
35,PAN,420,420,1689748
35,PAN,144,465,1856238
35,PAN,20036,52479,209437392
35,PAN,12326,42816,170872241
35,PAN,855,3870,15445584
35,PAN,907,2788,11126174
35,PAN,230,1547,6173891
35,PAN,26221,129822,515517855
35,PAN,1,8,32680
35,PAN,2,31,122304
35,PAN,8051,24184,94942039
35,PAN,8110,31314,125252862
35,PAN,880,11735,46733522
35,PAN,50534,12634,50419182
35,PAN,112000,39424,155991306
35,PAN,2229,10349,41635959
35,PAN,757,3026,12173147
35,PAN,99,301169,1204504334
35,PAN,2,65123,260454080
35,PAN,24708,63946,245859336
35,PAN,3669,14024,53920461
35,PAN,29124,129593,511703381
35,PAN,400,32079,122605707
35,PAN,2844,2530,10077370
35,PAN,238937,286494,1136593734
35,PAN,6718,64491,259460353
35,PAN,9276,25784,103735774
35,PAN,2880,2405,9615617
35,PAN,3525,26552,106168318
35,PAN,7015,109402,437446550
35,PAN,228,6444,25663230
35,PAN,300,6623,26374345
35,PAN,1077,5533,22262191
35,PAN,154,1222,4916684
35,PAN,5602,28708,114790025
35,PAN,2642,22093,88886549
35,PAN,954,4940,19872726
35,PAN,861,26143,104115294
35,PAN,29,1080,4301100
35,PAN,147,3773,15086578
35,PAN,139,885,3381635
35,PAN,3429,13870,53010572
35,PAN,2428,8827,33736394
35,PAN,1011,3732,14265496
35,PAN,24811,44623,171565957
35,PAN,1220,3986,15234806
35,PAN,570,2616,9997374
35,PAN,36,139,555425
35,PAN,204,1592,6367537
35,PAN,1446,5488,21889147
35,PAN,1506,3095,12380841
35,PAN,2407,9927,39590545
35,PAN,2050,15723,62891625
35,PAN,2888,105519,421524810
35,PAN,5421,34347,131274881
35,PAN,168,4493,17892457
35,PAN,346,2678,10775766
35,PAN,1229,7958,32018314
35,PAN,8650,33919,136464065
35,PAN,1609,7661,30509255
35,PAN,55163,43016,166428589
35,PAN,54,1923,7687255
35,PAN,980,12718,50852770
35,PAN,1519,2254,8864648
35,PAN,4243,32934,126574096
35,PAN,751,8640,33024385
35,PAN,4726,16730,64028578
35,PAN,535,2007,7672383
35,PAN,13351,19512,75021701
35,PAN,51,651,2504586
35,PAN,1806,5805,22187306
35,PAN,2987,6194,23813984
35,PAN,7847,10597,40743644
35,PAN,5310,3395,13051477
35,PAN,49999,84948,341764850
35,PAN,24075,19260,77011303
35,PAN,14196,21077,84088503
35,PAN,2156,12740,48982879
35,PAN,8123,7446,29359407
35,PAN,5159,33537,133584216
35,PAN,33528,79009,314856647
35,PAN,3748,136356,543907618
35,PAN,11789,47158,187806735
35,PAN,11,4997,19650602
35,PAN,525,65143,258372288
35,PAN,240,7454,29315099
35,PAN,298,10218,40347327
35,PAN,240,19200,75505728
35,PAN,20,1500,6033206
35,PAN,60,8092,32556620
35,PAN,495,13841,55684646
35,PAN,121,804,3074304
35,PAN,9532,166091,664118004
35,PAN,27628,21981,86064401
35,PAN,36,4,16000
35,PAN,2,10,39326
35,PAN,2,10,39326
35,PAN,40,8,30758
35,PAN,1,9,34603
35,PAN,10,5,19224
35,PAN,2,200,768962
35,PAN,40,20,79970
35,PAN,12,35,139148
35,PAN,15,44,173935
35,PAN,55,11,43984
35,PAN,151215,225766,901004176
35,PAN,7518,33648,132325676
35,PAN,9679,49966,196495556
35,PAN,2419,7734,30865466
35,PAN,3840,7704,30745740
35,PAN,8880,105087,419388010
35,PAN,52930,32504,129718286
35,PAN,78386,224954,897763462
35,PAN,1504,3834,15302032
35,PAN,43296,45080,177280371
35,PAN,28000,21211,84471055
35,PAN,4600,11812,47050123
35,PAN,10560,24160,96231749
35,PRY,20700,41249,165954918
35,PRY,8220,2417,9722811
35,PRY,21360,12560,50530230
35,PRY,9420,13318,53581915
35,PRY,144,1005,4045257
35,PRY,2,90,362089
35,PRY,30,75,301741
35,PRY,367,11799,46998621
35,PRY,523,12364,49247029
35,PRY,770,24078,95907242
35,PRY,58,2160,8603604
35,PRY,1051,3869,15473475
35,PRY,1067,2549,10194947
35,PRY,524,2818,11271274
35,PRY,49,1554,6188859
35,PRY,241,1170,4659808
35,PRY,294,12972,51667510
35,PRY,11940,36340,145341046
35,PRY,462,6035,24135240
35,PRY,1483,5099,20391374
35,PRY,776,2441,9761569
35,PRY,25,13,50785
35,PRY,50,45,179242
35,PRY,30,480,1911912
35,PRY,4,36,141402
35,PRY,90,56,223455
35,PRY,20020,17509,70827757
35,PER,25870,30264,119013938
35,PER,1980,6838,27057116
35,PER,116,7250,28686510
35,PER,2592,23235,91934132
35,PER,906,18360,72646114
35,PER,31203,161843,639739696
35,PER,11700,36050,142642781
35,PER,6314,20584,81444523
35,PER,2000,12407,48707657
35,PER,218272,244007,957913436
35,PER,3000,14890,58914890
35,PER,18000,46687,184730876
35,PER,442,976,3860729
35,PER,2399,4365,17260931
35,PER,6986,14138,55598643
35,PER,9828,19596,77062326
35,PER,835,2139,8463510
35,PER,1890,4820,18953983
35,PER,5307,20319,79767721
35,PER,3606,31879,124818975
35,PER,16500,2295,8985912
35,PER,8,2113,8309091
35,PER,800,59301,234639429
35,PER,2170,12735,50387914
35,PER,26,112,442366
35,PER,33238,34876,134091555
35,PER,19500,16040,61669253
35,PER,4152,59259,229418256
35,PER,8681,42792,165665462
35,PER,23923,51617,199833719
35,PER,1850,6740,26949278
35,PER,27000,92520,353616066
35,PER,3,7035,27545050
35,PER,5000,4244,16616654
35,PER,10964,16481,64530515
35,PER,231222,269731,1056111479
35,PER,5500,14040,54970679
35,PER,45447,37541,146989706
35,PER,78000,20280,78513006
35,PER,6600,15871,62142181
35,PER,13880,27386,110179629
35,PER,15932,47143,182512929
35,PER,20350,39798,158778106
35,PER,9359,35451,137246774
35,PER,60,546,2195828
35,PER,20,405,1628475
35,PER,6905,72060,289911748
35,PER,1,5450,21339094
35,PER,1610,22895,92111393
35,PER,480,3566,14348376
35,PER,320,1955,7866180
35,PER,3568,14198,57119604
35,PER,8685,56430,218464298
35,PER,20446,20,78161
35,PER,2700,9252,35361607
35,PER,51615,146174,584478201
35,PER,25059,49648,198517864
35,PER,300000,909,3634646
35,PER,10324,36863,145352073
35,PER,18295,18087,72319851
35,PER,3259,11032,43498876
35,PER,25853,18897,75560843
35,PER,1092,7116,28453397
35,PER,1225,2359,9431366
35,PER,56627,241006,953881368
35,PER,52392,26932,107255097
35,PER,24600,45375,181439544
35,PER,200,398,1591407
35,PER,900,2538,10148218
35,PER,1800,5305,21210496
35,PER,1900,13419,53656006
35,PER,189,1122,4486328
35,PER,1140,3922,15680557
35,PER,3128,29086,116301702
35,PER,7799,53426,216120733
35,PER,308,15850,63375984
35,PER,9780,13818,55040282
35,PER,5016,7200,28789272
35,PER,152252,169949,679330037
35,PER,6600,17833,71307148
35,PER,3351,3956,15819105
35,PER,160900,50573,201960079
35,PER,4000,13622,54466024
35,PER,92748,70997,283342104
35,PER,4782,9038,34990785
35,PER,3408,8350,33253915
35,PER,600,3150,12595306
35,PER,1392,19440,77731034
35,PER,5,41850,165553578
35,PER,12,6049,24185388
35,PER,7,2467,9865204
35,PER,15,2998,11985534
35,PER,14,2823,11286514
35,PER,3140,39705,156143486
35,PER,16,104,404528
35,PER,1440,5544,22167739
35,PER,13160,41516,166003741
35,PER,9,79,314043
35,PER,13,2499,9992276
35,PER,26,3005,12015443
35,PER,1,163,652757
35,PER,137,15974,63870799
35,PER,30,6345,25369186
35,PER,24,1486,5942746
35,PER,215,4481,17915564
35,PER,5,950,3797105
35,PER,15,15,59978
35,PER,10,1,3999
35,PER,40,12,47982
35,PER,20,10,39985
35,PER,1,1,3999
35,PER,15,14,53980
35,PER,5,1,3999
35,PER,1,12,49981
35,PER,15,8,33987
35,PER,25,2,9996
35,PER,14,10,40785
35,PER,5,2,5998
35,PER,10,4,15994
35,PER,30,15,59978
35,PER,20,10,39985
35,PER,2,160,639762
35,PER,46,9,36786
35,PER,65,32,129952
35,PER,10,5,19993
35,PER,20,6,23991
35,PER,370,1261,5043441
35,PER,1033,5360,21433173
35,PER,13522,34454,137765383
35,PER,1221,4105,16413484
35,PER,1733,9000,35988109
35,PER,5400,18666,73856882
35,PER,960,1087,4208382
35,PER,15540,26769,103632987
35,PER,26067,127330,503799157
35,PER,200,398,1574790
35,PER,12600,39553,156502520
35,PER,1260,5342,21138595
35,PER,1232,4324,17106491
35,PER,200,772,3054619
35,PER,100,914,3616479
35,PER,44460,86622,341186458
35,PER,1152,2929,11664825
35,PER,24819,73773,289727383
35,PER,301,85191,327541748
35,PER,2736,2272,8894056
35,PER,7782,21567,86266099
35,PER,10938,42810,171234867
35,PER,18904,76685,306734898
35,PER,145000,12323,49084357
35,PER,40602,97089,388347022
35,PER,1056,2121,8482369
35,PER,3432,3001,12002610
35,PER,22500,37350,148770652
35,PER,377,7329,29315780
35,PER,11,59,237915
35,PER,50,25,99998
35,PER,2003,47514,185579436
35,PER,2989,23848,91148936
35,PER,29,328,1252180
35,PER,3702,7644,29214145
35,PER,1955,4243,16218563
35,PER,2636,10399,39745154
35,PER,147108,189140,760949336
35,PER,34440,31116,125186202
35,PER,24255,83138,334482840
35,PER,678805,103072,404509858
35,PER,150,293,1152249
35,PER,5450,23692,93169625
35,PER,1028,6688,26302853
35,PER,4540,18298,73163936
35,PER,53424,20479,82842869
35,PER,52000,9882,39092323
35,PER,1536,15650,61796191
35,PER,10825,17396,68688012
35,PER,986,1900,7502029
35,PER,2894,4891,19313849
35,PER,2737,10885,42978594
35,PER,409965,460573,1785921276
35,PER,2476,23590,93656486
35,PER,4924,28222,112586152
35,PER,396336,23256,92361243
35,PER,12860,13735,55257985
35,PER,39441,78738,316779630
35,PER,4212,10736,43191573
35,PER,503,1399,5630281
35,PER,8739,23576,94852406
35,PER,57,8845,35232635
35,PER,7383,192936,761813697
35,PER,29,77929,313524732
35,PER,1,42248,168278727
35,PER,8,16332,65054359
35,PER,1,16435,65464902
35,PER,2,30355,120908518
35,PER,4608,3734,15024275
35,PER,22572,23393,92238512
35,PER,26849,29043,111003301
35,PER,756,858,3279930
35,PER,6,18,70406
35,PER,6,11,42472
35,PER,28,39,156905
35,PER,4,22,84944
35,PER,35,15,59775
35,PER,4,7,28315
35,PER,8038,33673,134643307
35,PER,53189,69028,272180421
35,PER,6458,36813,142519999
35,PER,3738,12864,49803649
35,PER,64818,183195,714182851
35,PER,11137,23195,92373570
35,PER,1257,4802,19121974
35,PER,455,2525,10055175
35,PER,1301,5523,21995348
35,PER,5056,35422,137134502
35,PER,4783,46368,184660600
35,PER,481,4682,18647459
35,PER,13352,28172,112193556
35,PER,2732,6450,25687006
35,PER,1064,9066,36105146
35,PER,31,120,477900
35,PER,749,1385,5514488
35,PER,64584,82652,317781928
35,PER,14000,14300,54980783
35,PER,1509,19976,77334653
35,PER,129,3338,12923249
35,PER,2000,4410,17073094
35,PER,1000,5950,23035128
35,PER,7500,39900,154470855
35,PER,3000,13870,53697012
35,PER,1662,8374,33355535
35,PER,48883,160245,638281027
35,PER,58390,275670,1070852707
35,PER,34100,56900,225040090
35,PER,156000,29646,117929630
35,PER,6000,10253,40920089
35,PER,100,1750,6997392
35,PER,100,932,3583363
35,PER,9440,38553,148229075
35,PER,10500,23940,92682513
35,PER,50,583,2227070
35,PER,240,7848,31254660
35,PER,450,3133,11974827
35,PER,500,4510,17460240
35,PER,22987,30112,119942445
35,PER,151,4011,15951114
35,PER,265,1418,5526801
35,PER,850,1400,5538232
35,PER,255,510,2017499
35,PER,25,3638,14083367
35,PER,630,8652,34226274
35,PER,1275,2100,8307348
35,PER,7985,29978,118026522
35,PER,600,1980,7567659
35,PER,14800,55629,212616361
35,PER,16000,14114,54264802
35,PER,3005,17182,68426359
35,PER,2300,6792,27367456
35,PER,4240,7648,29232032
35,PER,2000,5564,21393369
35,PER,842,1008,4013382
35,PER,317,2875,10987935
35,PER,731,8899,34450717
35,PER,4535,11019,42365192
35,PER,1932,14155,56383400
35,PER,4827,7618,29288302
35,PER,470,1231,4796864
35,PER,2928,18342,70104347
35,PER,40,8,31865
35,PER,2617,4949,20020926
35,PER,6326,14993,59710339
35,PER,2440,6038,23494793
35,PER,211,252,974250
35,PER,300,1150,4598286
35,PER,22500,37350,149378710
35,PER,1249,11621,45983091
35,PER,8,84,334585
35,PER,7,115,458859
35,PER,200,422,1680889
35,PER,480,216,860360
35,PER,348000,5378,21113341
35,PER,3014,88344,351887404
35,PER,90,266,1058522
35,PER,6782,72912,290418198
35,PER,54,1861,7365232
35,PER,286,4936,19376070
35,PER,200,37064,148200775
35,PER,542,3789,14764829
35,PER,465,767,3056749
35,PER,17513,29423,117197975
35,PER,2527,2606,10379890
35,PER,15,165,634394
35,PER,120,374,1429064
35,PER,30,24,90583
35,PER,47956,56009,224030399
35,PER,25500,15365,61458617
35,PER,27216,19353,77409458
35,PER,5218,36226,145746415
35,PER,3619,7317,29146501
35,PER,3364,12288,48945784
35,PER,106,1189,4737120
35,PER,30,6645,26578602
35,PER,13,552,2206310
35,PER,1440,5472,21795797
35,PER,540,2241,8926239
35,PER,21214,92031,366574632
35,PER,13055,73238,292844195
35,PER,4980,6784,27125092
35,PER,23697,51131,203660690
35,PER,500,1550,6197690
35,PER,60,1646,6580748
35,PER,1834,29851,119361121
35,PER,300,1580,6317646
35,PER,300,1910,7637154
35,PER,1008,2649,10591893
35,PER,180,508,2021847
35,PER,15660,48575,193480715
35,PER,720,2700,10754505
35,PER,800,3608,14371205
35,PER,14452,101401,401176859
35,PER,55150,62792,252623874
35,PER,2400,12064,48238025
35,PER,23000,28549,113716543
35,PER,10276,21420,85318436
35,PER,159,355,1413540
35,PER,1100,35960,143234074
35,PER,9,151,604714
35,PER,7,153,610473
35,PER,67244,7446,29658793
35,PER,6674,101184,404677525
35,PER,2,11915,47936547
35,PER,3460,16173,63991888
35,PER,49,313,1248394
35,PER,55,339,1349988
35,PER,24,33,132958
35,PER,83,120,477978
35,PER,43,140,561791
35,PER,43,140,559791
35,PER,25,1169,4675815
35,PER,25,1169,4675815
35,PER,83,16185,64570867
35,PER,241740,18280,71887509
35,PER,526,8639,33972151
35,PER,17,457,1808081
35,PER,169,6549,25913613
35,PER,212,4003,15839702
35,PER,16,10703,42090511
35,PER,91,13963,54910754
35,PER,4667,26458,104686373
35,PER,1391,29757,117743009
35,PER,7902,42134,166134364
35,PER,27,117799,466101857
35,PER,33,43375,171625810
35,PER,169,1100,4350616
35,PER,3508,22857,90440969
35,PER,102238,100240,395420000
35,PER,23413,67542,265614050
35,PER,2394,21921,86434530
35,PER,102840,80566,316282016
35,PER,1655,18825,74486917
35,PER,1478,11323,44334414
35,PER,3,17653,69119086
35,PER,480,20744,81436722
35,PER,19100,43236,169287532
35,PER,650,1131,4428351
35,PER,2,180,706735
35,PER,43,10746,42259612
35,PER,3,3033,11927545
35,PER,800,200,783086
35,PER,3,0,1899
35,PER,31,1,3798
35,PER,2,20,79135
35,PER,58,30,116804
35,PER,42,330,1305731
35,PER,4000,320,1266163
35,PER,4080,2726,10673071
35,PER,67080,34774,136153949
35,PER,65160,35613,139441775
35,PER,132640,11343,44411979
35,PER,1280,18831,73729740
35,PER,25000,20500,79364725
35,PER,13140,157878,618161041
35,PER,1072,6474,25062761
35,PER,85,206796,800602116
35,PER,51,1612,6443999
35,PER,393,8483,33917601
35,PER,592,7384,29524998
35,PER,7020,92712,356458487
35,PER,3692,67547,271757456
35,PER,1504,56830,227228314
35,PER,2420,14094,55958213
35,PER,10,57,220673
35,PER,39,173,670535
35,PER,590,980,3792782
35,PER,55,242,936426
35,PER,941,657,2543543
35,PER,953,4033,15882385
35,PER,94266,88684,341333496
35,PER,6,16,60395
35,PER,19,67,260161
35,PER,159,223,863875
35,PER,4918,3576,13844305
35,PER,2,34,130081
35,PER,7790,24302,95153563
35,PER,513,625,2419153
35,PER,163800,97286,389136844
35,PER,2,11,42741
35,PER,15,60,232287
35,PER,76663,230631,892876656
35,PER,237,938,3629833
35,PER,1020,649,2612310
35,PER,7,175,684926
35,PER,2640,7511,29077687
35,PER,15,2062,8074987
35,PER,235,11185,43793301
35,PER,5,692,2710261
35,PER,96,96,384900
35,PER,504,867,3357012
35,PER,200,3918,15603435
35,PER,840,2386,9343077
35,PER,12418,53186,208245668
35,PER,820,21185,84369661
35,PER,836,17022,67790991
35,PER,12,331,1317730
35,PER,20,144,574687
35,PER,40140,17920,71655178
35,PER,38540,10640,42011597
35,PER,80000,7313,29045323
35,PER,4200,642,2562145
35,PER,20,21,83808
35,PER,1134,15540,61360312
35,PER,1200,96,383124
35,PER,6801,4046,16145544
35,PER,104,665,2653935
35,PER,920,14221,56861331
35,PER,4987,8447,33775814
35,PER,909,1540,6156466
35,PER,1221,2640,10555866
35,PER,1074,1744,6974481
35,PER,782,1208,4828401
35,PER,997,1430,5719749
35,PER,2038,3776,15099054
35,PER,1600,4815,19253066
35,PER,2104,4636,18538652
35,PER,81,1235,4939279
35,PER,11305,75005,299909002
35,PER,10,83,332276
35,PER,6,35,140788
35,PER,45,263,1052208
35,PER,35535,125917,503479584
35,PER,26000,17498,70783260
35,PER,22049,224086,896009912
35,PER,1870,8025,32088323
35,PER,500,12789,51137944
35,PER,1260,14780,58862824
35,PER,76172,75788,303040675
35,PER,16000,41255,161531065
35,PER,1980,8497,33975859
35,PER,2207,2641,10340494
35,PER,20,354,1412772
35,PER,3413,51722,206414859
35,PER,140020,153375,612102018
35,PER,10,5,19912
35,PER,240,3793,15138206
35,PER,11,4,15930
35,PER,50,25,99562
35,PER,5226,7638,30538860
35,PER,87,102,406768
35,PER,728,1266,4999562
35,PER,174,203,813577
35,PER,2490,3074,12227926
35,PER,8992,13498,53810367
35,PER,541,804,3175218
35,PER,477,688,2752014
35,PER,4091,4892,19560031
35,PER,2846,3978,15907872
35,PER,248,1914,7651269
35,PER,20,174,693901
35,PER,54,383,1532989
35,PER,18,111,445034
35,PER,12,83,333796
35,PER,646,4009,16031626
35,PER,100,857,3420184
35,PER,1794,72010,281948548
35,PER,20,265,1059605
35,PER,480,6402,25597621
35,PER,20,266,1061604
35,PER,80,1030,4110606
35,PER,60,372,1484607
35,PER,70040,5154,20568996
35,PER,60,411,1640252
35,PER,40,3540,14127715
35,PER,1,185000,748365700
35,PER,559,2958,11826313
35,PER,148,1469,5875091
35,PER,425,669,2642402
35,PER,1352,2076,8195748
35,PER,552,873,3447707
35,PER,4566,38039,150197170
35,PER,10,61,242480
35,PER,32,184,727440
35,PER,116,487,1923334
35,PER,91,499,1969216
35,PER,129,801,3162346
35,PER,9918,17680,69225272
35,PER,650000,533000,2117659430
35,PER,8000,87892,350088533
35,PER,24480,20074,78596776
35,PER,15675,62395,244304586
35,PER,1936,4442,17769160
35,PER,31958,96623,386481744
35,PER,209600,18371,73480547
35,PER,11000,5808,23232997
35,PER,240200,9059,36235745
35,PER,16000,41184,164015280
35,PER,6712,62209,248830201
35,PER,100000,4972,20002595
35,PER,340000,4507,18134257
35,PER,11500,12270,49078896
35,PER,50050,9311,37459022
35,PER,50000,16409,66015485
35,PER,6820,3963,15906357
35,PER,2448,6610,26098270
35,PER,10047,40516,160225249
35,PER,35300,37605,148580980
35,PER,25270,24463,96342324
35,PER,123109,191875,764743085
35,PER,570,703,2777758
35,PER,39754,183319,734331333
35,PER,268,1226,4902661
35,PER,274,1226,4885174
35,PER,3163,14278,56967326
35,PER,24738,111877,446555251
35,PER,27,140,555925
35,PER,1,500,1978380
35,PER,9152,90669,355945248
35,PER,324000,266640,1019111412
35,PER,18000,67526,269396758
35,PER,1157,42415,167478667
35,PER,22159,83984,335810744
35,PER,222,25706,101500222
35,PER,55766,190229,761496033
35,PER,51,27,109154
35,PER,4393,3638,14512626
35,PER,6786,70376,283138755
35,PER,191,91,363528
35,PER,81074,211898,843247400
35,PER,2216,13472,54200685
35,PER,13960,6056,24160715
35,PER,612,3175,12432430
35,PER,50600,43700,175165913
35,PER,13212,1797,7034892
35,PER,168,227,904830
35,PER,3256,2488,9925681
35,PER,754,981,3747558
35,PER,2118,2300,9173970
35,PER,3305,15473,61729509
35,PER,262,16225,65634989
35,PER,15,1432,5792957
35,PER,2461184,202949,816507412
35,PER,166,9214,37272657
35,PER,5,1699,6872020
35,PER,1,36916,141096097
35,PER,35,25810,101498772
35,PER,20,2368,9313750
35,PER,10,1071,4331622
35,PER,296,19259,74045658
35,PER,43,3642,14003182
35,PER,1668,2616,10438578
35,PER,534,2454,9703366
35,PER,1686,7454,29419299
35,PER,25535,117614,465161065
35,PER,48,285,1122344
35,PER,5616,42502,167586976
35,PER,593,1139,4353124
35,PER,1090,1937,7404305
35,PER,100,170,650092
35,PER,12,189,722559
35,PER,1494,11072,42316056
35,PER,80,479,1829577
35,PER,28182,103154,405660462
35,PER,10,5,20586
35,PER,15,300,1187028
35,PER,100,100,395676
35,PER,400,800,3165408
35,PER,7,80,316541
35,PER,1,2,7914
35,PER,4,18,70787
35,PER,3,15,59351
35,PER,8,40,158270
35,PER,2,215,820556
35,PER,20250,64896,256246308
35,PER,1080,20716,82499877
35,PER,978,2280,9079304
35,PER,15103,57491,228957031
35,PER,35100,36598,145749942
35,PER,41400,40117,159764360
35,PER,45272,81060,322822963
35,PER,24000,36408,143086414
35,PER,263330,12966,52135680
35,PER,200,6,23899
35,PER,227000,6107,24326867
35,PER,1383580,39843,159605309
35,PER,130320,87621,349006192
35,PER,1,0,1780
35,PER,19659,27586,108010151
35,PER,2949,36018,143465575
35,PER,3381,12053,48009704
35,PER,10500,285770,1106345196
35,PER,3500,29400,113820630
35,PER,717,2717,10819138
35,PER,20403,51416,205585631
35,PER,5256,5361,20755618
35,PER,1496,5274,21046664
35,PER,159,2943,11744402
35,PER,1,161265,642238579
35,PER,28600,22010,88027454
35,PER,6375,15938,61701234
35,PER,2000,9650,38431125
35,PER,2372,63514,252983798
35,PER,32308,220395,842361589
35,PER,1614,6309,24424668
35,PER,28494,100918,390699727
35,PER,17,510,1974865
35,PER,5941,81124,314752013
35,PER,14002,15154,59933889
35,PER,532,1223,4736061
35,PER,2540,4596,18383586
35,PER,1609,6075,24298013
35,PER,275,891,3563920
35,PER,27058,76438,305744961
35,PER,2051,2079,8315813
35,PER,3200,6400,25488000
35,PER,1320,6772,26967897
35,PER,10000,18400,73278000
35,PER,220,517,2067230
35,PER,243474,13972,53401606
35,PER,237600,7879,30115079
35,PER,1908,1336,5135128
35,PER,100,66,253757
35,PER,285600,8024,30666791
35,PER,8838,4995,19204211
35,PER,1440,432,1660958
35,PER,14,2400,9227544
35,PER,1032,393,1509626
35,PER,644,10965,42156958
35,PER,2251,21580,86820872
35,PER,200,43960,169018617
35,PER,13000,4255,16358898
35,PER,4104,964,3704859
35,PER,15360,2863,11410107
35,PER,14,324,1245718
35,PER,1683968,138860,553009950
35,PER,1800,2586,10343767
35,PER,1242400,253704,997851491
35,PER,11604,9491,36743545
35,PER,3528,3811,14651956
35,PER,3960,3372,13054723
35,PER,2943,22072,86421958
35,PER,5834,46363,181532452
35,PER,3,4,15671
35,PER,36,50,193240
35,PER,600,4710,18757575
35,PER,8110,89690,358749928
35,PER,1100,16191,64739875
35,PER,1784,2988,11900537
35,PER,2330,3902,15542689
35,PER,150,321,1277197
35,PER,820,1211,4825108
35,PER,464,1134,4515339
35,PER,1210,2217,8831201
35,PER,50,99,394372
35,PER,218,431,1717853
35,PER,328,726,2893440
35,PER,32,1064,4237833
35,PER,1192,8559,34091622
35,PER,12,68,269779
35,PER,23,127,505940
35,PER,939,3392,13510964
35,PER,279,13757,55348105
35,PER,2100,2205,8782846
35,PER,165,712,2837994
35,PER,158,486,1935811
35,PER,1065,8274,33064938
35,PER,340,549,2185793
35,PER,990,904,3601564
35,PER,1029,799,3182617
35,PER,1297,1501,5979505
35,PER,118358,115648,462101677
35,PER,341,290,1155751
35,PER,5702,9998,39991940
35,PER,2036,6810,27239387
35,PER,9700,24718,98866432
35,PER,1382,27600,109934940
35,PER,6848,4709,18757291
35,PER,1554,6504,25905611
35,PER,257,1026,4103908
35,PER,560,2049,8194216
35,PER,4,43,172796
35,PER,1694,5454,21807187
35,PER,261,3130,12515256
35,PER,112,311,1243617
35,PER,34,38,152063
35,PER,3975,9540,38145226
35,PER,345,422,1679416
35,PER,2099,3243,12918192
35,PER,36,226,900949
35,PER,77,457,1821096
35,PER,36,214,851836
35,PER,1200,952,3807914
35,PER,26,227,905290
35,PER,21,168,669169
35,PER,48276,157980,629256523
35,PER,172,699,2787626
35,PER,3216,1136,4541978
35,PER,23,1119,4473493
35,PER,16,46,185771
35,PER,274,261,1044931
35,PER,277,780,3117798
35,PER,220,31225,125623123
35,PER,217,7848,31573468
35,PER,6,3812,15183768
35,PER,12,47,187330
35,PER,28,266,1062856
35,PER,1448,4942,19683692
35,PER,100,3356,13423698
35,PER,200,1574,6268960
35,PER,732,521,2075380
35,PER,30,16,62391
35,PER,43,345,1379969
35,PER,1,10,39194
35,PER,6,96,383945
35,PER,1,20,79989
35,PER,8000,800,3199928
35,PER,25,35,139410
35,PER,5360,536,2143952
35,PER,2,7115,28340112
35,PER,13223,39762,157328770
35,PER,57007,208178,823708879
35,PER,186,855,3384059
35,PER,2564,13366,52886331
35,PER,522,522,2065429
35,PER,246,1066,4172047
35,PER,59700,104365,415196390
35,PER,94500,28350,113103742
35,PER,10872,16201,63579821
35,PER,200,356,1393893
35,PER,304,69551,269265000
35,PER,63,16400,63492516
35,PER,6650,142310,562961283
35,PER,1896,11597,45406459
35,PER,18,28,109006
35,PER,1824,5837,22853582
35,PER,1440,7748,30338318
35,PER,96,656,2568209
35,PER,144,831,3253252
35,PER,324,1095,4287866
35,PER,480,389,1522319
35,PER,900,594,2325765
35,PER,1,135500,541987805
35,PER,1289,268212,1057569500
35,PER,456,107273,422978962
35,PER,504,130480,514485017
35,PER,37388,111715,444904988
35,PER,27522,96968,386173069
35,PER,3708,10698,42604785
35,PER,3852,17030,68093826
35,PER,50760,88439,353623426
35,PER,53520,31200,124753512
35,PER,1600,2824,11291792
35,PER,237,1861,7442027
35,PER,504,1613,6448797
35,PER,36,158,630485
35,PER,216,1342,5366320
35,PER,480,2582,10325752
35,PER,288,961,3843368
35,PER,600,472,1885697
35,PER,2700,1728,6909425
35,PER,72,302,1209149
35,PER,30,568,2269554
35,PER,929,197349,786574595
35,PER,631,150431,599495161
35,PER,847,216120,861727046
35,PER,780,1014,4054489
35,PER,275230,619239,2447867699
35,PER,170862,620118,2451361944
35,PER,12241,59246,234773668
35,PER,17421,40258,159147455
35,PER,763,763,3039143
35,PER,4529,4529,17952485
35,PER,4729,17422,70092566
35,PER,7727,26323,105904003
35,PER,190,1169,4704581
35,PER,218,45357,181359098
35,PER,455,119788,478975115
35,PER,2456,12798,50612253
35,PER,63150,114655,446449106
35,PER,18456,8450,32296017
35,PER,21960,29990,118017275
35,PER,38440,57504,225271117
35,PER,30800,458920,1776685834
35,PER,2160,43213,172122268
35,PER,48,88,341926
35,PER,8901,15279,60955935
35,PER,117,175,695936
35,PER,444,1776,6983990
35,PER,1236,6325,24957791
35,PER,360,1530,5847736
35,PER,744,3883,15340146
35,PER,64,299,1185855
35,PER,7200,4575,17944108
35,PER,252,1245,4856807
35,PER,36,121,480368
35,PER,230,5797,22289133
35,PER,1425,25935,103302995
35,PER,1,22,85211
35,PER,20,94,374416
35,PER,30,297,1150982
35,PER,10,2,8843
35,PER,30,26,99196
35,PER,30,13,50751
35,PER,120,244,970295
35,PER,30,36,137260
35,PER,384,223,887127
35,PER,60,96,382382
35,PER,22,360,1375938
35,PER,45526,142285,566744171
35,PER,24635,92470,368320805
35,PER,344,1584,6310266
35,PER,158,792,3155133
35,PER,9608,44094,176349347
35,PER,37152,68787,275109751
35,PER,28920,38575,154278812
