ADUA,COD_PAI4,CANTI,FOBDOL,FOBPES
3,MEX,39400,2167,8631486
3,MEX,390,7176,28393710
3,MEX,4,91,358997
3,MEX,142,5747,22739935
3,MEX,3,130,512480
3,MEX,345,3181,12586454
3,MEX,19,932,3688808
3,MEX,357,7364,29139401
3,MEX,33,64,251729
3,MEX,24,96,380166
3,MEX,1,65,257269
3,MEX,264,6065,23998897
3,MEX,5000,4250,16640578
3,MEX,579,28403,111854743
3,MEX,18,758,2986068
3,MEX,193,4421,17423571
3,MEX,431,1361,5343209
3,MEX,60,270,1066382
3,MEX,100,4672,18448487
3,MEX,114,5730,22510113
3,MEX,1910,14585,57590996
3,MEX,95842,12742,50058406
3,MEX,44,154,605393
3,MEX,9965,3162,12412460
3,MEX,1212,59098,236301945
3,MEX,39,1074,4214981
3,MEX,8800,3194,12507450
3,MEX,159,2567,10077059
3,MEX,10,57,225575
3,MEX,80,5421,21283366
3,MEX,1,36,141121
3,MEX,4,476,1876876
3,MEX,28,2145,8465637
3,MEX,0,23,88722
3,MEX,860,3876,15215499
3,MEX,800,2293,9003165
3,MEX,7,527,2068135
3,MEX,3,240116,960106267
3,MEX,53115,10303,40448229
3,MEX,4,10,38158
3,MEX,17,88,343505
3,MEX,4,63,248069
3,MEX,5,617,2423535
3,MEX,5,1159,4551341
3,MEX,5,750,2998882
3,MEX,18,6804,26341346
3,MEX,3932,1204,4602436
3,MEX,733,477,1822124
3,MEX,2,901,3542752
3,MEX,433,5684,22678198
3,MEX,44,308,1228781
3,MEX,506,19614,74965689
3,MEX,2510,80515,317992152
3,MEX,831,21794,86054481
3,MEX,5191,4333583,17082576179
3,MEX,64,3457,13289970
3,MEX,737,18038,69834260
3,MEX,1,5,20524
3,MEX,52,638,2550623
3,MDA,1140,716,2821238
3,MDA,32150,5068,20252328
3,MDA,2240,904,3611226
3,MDA,11050,2032,8114823
3,MDA,520,681,2723939
3,MDA,9,48,191996
3,MDA,1200,222,884115
3,MDA,25500,4623,18434888
3,MDA,28200,4056,15950585
3,MDA,2988,3611,13882840
3,MDA,50,4,15379
3,MDA,5500,737,2947934
3,MDA,400,68,271994
3,MDA,162250,28816,115263326
3,MNE,36400,12172,48484854
3,MNE,1280,494,1969309
3,MNE,29450,9839,39188261
3,MNE,1440,446,1778078
3,MOZ,48,1253,5008534
3,MOZ,175,4000,15992041
3,MOZ,22,653,2612626
3,MOZ,78,1282,5126890
3,NIC,1,190,759717
3,NIC,2,295,1175029
3,NIC,6,1200,4738248
3,NIC,13,420,1679761
3,NIC,941,16500,65990595
3,NIC,423,7450,29795754
3,NIC,821,15976,63896653
3,NIC,229,10441,41586476
3,NIC,0,26,103640
3,NIC,0,30,119540
3,NIC,1,6669,26666063
3,NIC,100,4037,15848333
3,NIC,80,407,1596611
3,NIC,90,297,1164776
3,NIC,30,179,704283
3,NIC,22,9118,36471659
3,NIC,17,17,67990
3,NIC,50,50,199972
3,NIC,15300,22353,87521607
3,NIC,1,5096,20121760
3,NIC,8251,121928,478416639
3,NIC,1628,65255,257095683
3,NIC,7078,291552,1151484787
3,NIC,4,547,2163240
3,NIC,315,2060,8205289
3,NIC,405,2836,11339774
3,NIC,1,8095,31695406
3,NIC,280,4982,19506672
3,NIC,4,1114,4361789
3,NIC,4,2628,10289750
3,NIC,2,450,1761944
3,NIC,3,417,1632734
3,NIC,1,989,3872360
3,NIC,7,1537,6018016
3,NIC,1,1323,5180114
3,NIC,3,7050,27603782
3,NIC,3,1107,4334381
3,NIC,3,741,2901334
3,NIC,9,10905,43437764
3,NIC,2,75,301266
3,NIC,1,168,668572
3,NIC,1,41,164146
3,NIC,2,1,4773
3,NIC,3,4542,18091467
3,NIC,1,1514,6030489
3,NIC,193,24257,96535762
3,NIC,1274,58049,231907183
3,NIC,120,1711,6579662
3,NIC,10,206,792992
3,NIC,20,191,734320
3,NIC,146,1042,4005715
3,NIC,6,3474,13449417
3,NIC,79,4999,19219244
3,NIC,5,186,713712
3,NIC,7,20,76896
3,NIC,100,386,1543425
3,NIC,150,378,1513436
3,NIC,2,10530,41664683
3,NOR,2,11500,45982865
3,NOR,1,16000,63308160
3,NOR,4385,1614,6386211
3,NOR,43541,12241,48945681
3,NOR,212453,62078,248219904
3,NOR,16150,7802,31207298
3,NOR,330,102,407991
3,NOR,3590,764,3056331
3,NOR,230,75,299993
3,NOR,620,201,803982
3,NOR,193,970,3877913
3,NOR,13193,3387,13543913
3,NOR,58370,16291,65141286
3,NOR,344,116,465626
3,NZL,12000,4042,15995202
3,NZL,8159,4430,17391789
3,NZL,2800,4072,16281933
3,NZL,472,875,3499496
3,NZL,0,486,1933902
3,NZL,14005,3499,13458285
3,NZL,192,372,1423637
3,NZL,6600,990,3783830
3,NZL,1600,352,1345362
3,NZL,1560,574,2205770
3,NZL,39160,16393,65166844
3,NZL,72,281,1108750
3,NZL,1,7077,27830546
3,OMN,300,190,758292
3,OMN,65,1621,6363673
3,NLD,18,95,378339
3,NLD,629,3609,14431662
3,NLD,12,79,314523
3,NLD,15,137,546996
3,NLD,24,219,875194
3,NLD,15154,8938,35762821
3,NLD,7750,1938,7586146
3,NLD,39840,9030,35357899
3,NLD,400,70,283234
3,NLD,60,24,96557
3,NLD,60,6,22932
3,NLD,21981,11931,47317832
3,NLD,15395,3780,15121068
3,NLD,6355,41872,167485832
3,NLD,83831,45593,180966703
3,NLD,29230,18280,72223659
3,NLD,2300,644,2574041
3,NLD,220,11,43524
3,NLD,200,2,7999
3,NLD,5850,1053,4200996
3,NLD,758,4677,18360041
3,NLD,1,2,7982
3,NLD,200,50,191102
3,NLD,200,70,267544
3,NLD,111652,70955,281064848
3,NLD,5270,993,3952917
3,NLD,4640,1187,4697426
3,NLD,1170,117,462941
3,NLD,41953,22867,90276038
3,NLD,508,3362,13276966
3,NLD,100,1,4045
3,NLD,100,1,4045
3,NLD,15430,9955,39692330
3,NLD,22422,14946,59608351
3,NLD,11237,8693,34528598
3,NLD,19760,3985,15884391
3,NLD,1600,430,1659647
3,NLD,100,10,39485
3,NLD,7576,5005,19877235
3,NLD,40,4,15794
3,NLD,5,704,2809321
3,NLD,50,309,1222639
3,NLD,67,260,1038001
3,NLD,152,1672,6615703
3,NLD,200,1370,5420761
3,NLD,144,393,1555481
3,NLD,7,437,1741558
3,NLD,473,56021,221201791
3,NLD,38275,15130,60871167
3,NLD,44000,7878,30628630
3,NLD,17220,5850,23535778
3,NLD,2500,956,3769537
3,NLD,88450,14934,58729299
3,NLD,117450,20052,78826577
3,NLD,5700,1424,5729051
3,NLD,748,5420,21671924
3,NLD,34600,5874,23485248
3,NLD,188100,30054,120145727
3,NLD,7400,2130,8543646
3,NLD,613,98,392174
3,NLD,7042,1152,4629876
3,NLD,71070,12230,48534648
3,NLD,870,684,2730128
3,NLD,400,8,31865
3,NLD,400,4,15998
3,NLD,168,617244,2437212940
3,NLD,75000,22092,86598887
3,NLD,14050,2288,9126172
3,NLD,393900,59018,235302079
3,NLD,14580,1786,7186499
3,NLD,1850,640,2557767
3,NLD,221700,16706,66018536
3,NLD,425870,53882,214111422
3,NLD,86400,21600,86901336
3,NLD,1844,10932,42029579
3,NLD,2134,12960,49830545
3,NLD,6573,21952,84400577
3,NLD,29577,161718,623030994
3,NLD,100,32,127997
3,NLD,104650,6309,24810710
3,NLD,492790,66672,262666723
3,NLD,50770,15439,61511061
3,NLD,866319,160469,643007861
3,NLD,7240,1641,6535553
3,NLD,18,2,7170
3,NLD,138,14,54967
3,NLD,1000,280,1126499
3,NLD,0,2,8819
3,NLD,2,194,785420
3,NLD,5,497,2010677
3,NLD,140,1,5539
3,NLD,2670,435,1738437
3,NLD,60,1,2374
3,NLD,580,6,22949
3,NLD,6120,1163,4678189
3,NLD,5700,1786,7185453
3,NLD,1050,1895,7497144
3,NLD,522,1204,4814206
3,NLD,6979,17163,68626827
3,NLD,3121,8464,33845388
3,NLD,1000,35900,145223398
3,NLD,37000,14505,58355655
3,NLD,9840,1768,6843175
3,NLD,4320,994,3997461
3,NLD,45900,6438,25318014
3,NLD,15,125,499814
3,NLD,19050,3136,12392538
3,NLD,3360,1074,4284609
3,NLD,132,3168,12670194
3,NLD,35,560,2239681
3,NLD,132,2904,11614345
3,NLD,99,1485,5939154
3,NLD,198,4092,16365668
3,NLD,33,1155,4619342
3,NLD,30450,10530,42366413
3,NLD,111400,15272,60131601
3,NLD,807760,113457,447747555
3,NLD,13200,1278,5141662
3,NLD,23435,7610,30120175
3,NLD,25800,4484,17633734
3,NLD,97330,15996,62904530
3,NLD,14700,3675,14785297
3,NLD,3350,717,2878980
3,NLD,424030,80849,323203831
3,NLD,902310,174539,697079185
3,NLD,60,65,259143
3,NLD,1000,501,2001974
3,NLD,55200,18152,71841631
3,NLD,133460,22847,91201160
3,NLD,180,440,1759344
3,NLD,49059,42375,169117320
3,NLD,540,433,1713514
3,NLD,3626,16638,66516231
3,NLD,360,862,3409336
3,NLD,5900,2101,8030127
3,NLD,25960,4204,16767864
3,NLD,168050,29230,115149766
3,NLD,26320,8106,32613750
3,NLD,1500,195,779889
3,NLD,32950,5588,21976886
3,NLD,88620,14960,58831153
3,NLD,240,1017,3937807
3,NLD,80,341,1321558
3,NLD,340,1394,5395020
3,NLD,4158,23422,90677489
3,NLD,33380,5820,23243369
3,NLD,193060,34238,136551033
3,NLD,6700,1698,6777338
3,NLD,90,315,1259820
3,NLD,418,1836,7342953
3,NLD,6,22,87987
3,NLD,5821,30024,120078886
3,NLD,400,0,1600
3,NLD,32200,5925,23582530
3,NLD,282500,50805,202303120
3,NLD,5850,1422,5687189
3,NLD,4660,870,3483467
3,NLD,75250,10907,43677640
3,NLD,18020,2673,10752431
3,NLD,10345,7987,31941768
3,NLD,2594,13510,52302515
3,NLD,1115,6417,24841662
3,NLD,22120,3881,15470812
3,NLD,239120,42951,171002251
3,NLD,29070,21220,83788019
3,NLD,32718,9069,36086826
3,NLD,500,83,330888
3,NLD,674190,68773,274747572
3,NLD,56,350,1399478
3,NLD,128746,27877,110681157
3,NLD,4584,4635,18631300
3,NLD,20938,9699,38742783
3,NLD,10,98,389991
3,NLD,10,88,349992
3,NLD,266,5320,21279521
3,NLD,2,1275,4935015
3,NLD,9,2237,8661556
3,NLD,1,473,1831351
3,NLD,10,27372,105968671
3,NLD,4,1401,5424482
3,NLD,1,8268,32008529
3,NLD,1,110,425860
3,NLD,7,4581,17733486
3,NLD,3,35314,136717392
3,NLD,14,5920,22918597
3,NLD,1,116,450133
3,NLD,1,80,311342
3,NLD,2,150,580718
3,NLD,320,0,2000
3,NLD,0,50,199125
3,NLD,413,1,3943
3,NLD,188,100,395880
3,NLD,5150,1388,5486042
3,NLD,1600,218,866733
3,NLD,14450,1994,7942799
3,NLD,1640,446,1761365
3,NLD,12460,2990,11429458
3,NLD,570,735,2810353
3,NLD,30750,3075,12295418
3,NLD,413,698,2667676
3,NLD,20,47,181165
3,NLD,6000,840,3210522
3,NLD,48,20,77053
3,NLD,610,244,931816
3,NLD,2650,1126,4501358
3,NLD,5826,1536,6044201
3,NLD,356,1818,7272963
3,NLD,516850,122200,487110844
3,NLD,759910,176631,703768568
3,NLD,9289,3539,13810783
3,NLD,24800,3532,13829299
3,NLD,720,557,2200442
3,NLD,2720,790,3119019
3,NLD,525,10625,42388969
3,NLD,213850,11981,47100701
3,NLD,109645,10020,39395656
3,NLD,18384,4596,18381380
3,NLD,930,1210,4788672
3,NLD,310,524,2072486
3,NLD,273,508,2031350
3,NLD,700,2170,8678763
3,NLD,61776,9266,37060318
3,NLD,9339,34380,137480067
3,NLD,120600,4221,16672023
3,NLD,19000,1045,4134814
3,NLD,4000,688,2705622
3,NLD,640,211,830563
3,NLD,226660,39734,157542120
3,NLD,1813760,357770,1422426130
3,NLD,700,224,895980
3,NLD,4150,1209,4835891
3,NLD,3300,990,3909055
3,NLD,74762,4793,18773013
3,NLD,23480,17557,69324517
3,NLD,107036,72755,280169353
3,NLD,150440,13680,53942228
3,NLD,20,31,120825
3,NLD,9150,4272,16898187
3,NLD,2046,11222,43938955
3,NLD,15,82,327143
3,NLD,10,54,217032
3,NLD,60,579,2309949
3,NLD,50,251,1000579
3,NLD,149,992,3956676
3,NLD,25,146,582474
3,NLD,25,214,853764
3,NLD,4158,22453,89810779
3,NLD,30,190,760009
3,NLD,40,227,906625
3,NLD,111,68893,271095859
3,NLD,5379,54,210611
3,NLD,5500,990,3916321
3,NLD,31660,5526,21900611
3,NLD,93180,17031,67587675
3,NLD,18,31,121077
3,NLD,460,3855,14734652
3,NLD,100,2,7831
3,NLD,880,3335,13308427
3,NLD,3600,540,2136650
3,NLD,95940,15304,60503104
3,NLD,2088,2240,8613912
3,NLD,60,28,110875
3,NLD,2588,10819,43273217
3,NLD,7900,687,2702869
3,NLD,22700,3173,12529189
3,NLD,1750,467,1854102
3,NLD,7000,1666,6628708
3,NLD,31150,7476,28573646
3,NLD,102,179,682542
3,NLD,14750,2380,9518643
3,NLD,2120,716,2812324
3,NLD,1760,9582,38241889
3,NLD,263000,45379,179591930
3,NLD,491470,84823,336144742
3,NLD,200,48,191191
3,NLD,8000,2232,8890391
3,NLD,80,14,54716
3,NLD,266310,86516,341545576
3,NLD,23550,3830,15272060
3,NLD,201225,34423,136836487
3,NLD,1620,528,2087745
3,NLD,1701,9185,36740773
3,NLD,640,86,345030
3,NLD,11050,2652,10267085
3,NLD,20,26,99883
3,NLD,4000,992,3957634
3,NLD,6710,3644,14330751
3,NLD,740,5772,23027683
3,NLD,32950,8024,32106877
3,NLD,336670,52758,212624685
3,NLD,1634055,247824,998486890
3,NLD,6400,832,3365623
3,NLD,290650,78398,310789237
3,NLD,122100,21082,83056766
3,NLD,14400,1843,7372634
3,NLD,78000,8112,32447270
3,NLD,300,61,246220
3,NLD,2000,476,1903957
3,NLD,6430,1608,6355077
3,NLD,192,557,2199909
3,NLD,7890,1184,4676466
3,NLD,1000,370,1460960
3,NLD,2650,874,3452998
3,NLD,1392,4918,19418920
3,NLD,6160,924,3648451
3,NLD,168,160,627641
3,NLD,70,448,1786201
3,NLD,1535,9670,38580943
3,NLD,66310,10619,42027398
3,NLD,424830,69138,273575682
3,NLD,380,114,454079
3,NLD,9400,2828,11264348
3,NLD,19040,3579,14314760
3,NLD,16560,12744,50320194
3,NLD,80733,24872,98009648
3,NLD,2000,338,1351496
3,NLD,271950,44182,175134238
3,NLD,4,48,185983
3,NLD,15498,80794,323169128
3,NLD,600,93,370433
3,NLD,11152,4338,17106836
3,NLD,462955,86593,344126907
3,NLD,21415,3840,15319872
3,NLD,251960,47346,189191244
3,NLD,372,10882,43513185
3,NLD,24,480,1879406
3,NLD,1,22,86139
3,NLD,27,880,3445578
3,NLD,39,1347,5274084
3,PAN,315,798,3179230
3,PAN,161,978,3868524
3,PAN,6,57,226327
3,PAN,33,376,1487742
3,PAN,5610,3510,14120260
3,PAN,10836,5617,22158275
3,PAN,9330,6515,25779874
3,PAN,17700,11928,46826624
3,PAN,881,974,3886420
3,PAN,76720,14157,55429959
3,PAN,4200,1058,4144091
3,PAN,27160,4542,17782317
3,PAN,66880,10075,39282043
3,PAN,730,175,669623
3,PAN,5500,990,3917192
3,PAN,1500,180,687969
3,PAN,900,306,1228594
3,PAN,18015,11870,47238521
3,PAN,5960,2617,10400715
3,PAN,171,1627,6417701
3,PAN,1,11000,43993730
3,PAN,6865,4061,16171539
3,PAN,24810,17312,69223365
3,PAN,540000,18910,75309075
3,PAN,8,410,1616642
3,PAN,1360,560,2202250
3,PAN,239,7834,31322728
3,PAN,271,8875,35486456
3,PAN,1132,34671,138633060
3,PAN,326,11358,45416196
3,PAN,24872,6758,26262398
3,PAN,2,57,229000
3,PAN,200,250,997388
3,PAN,8,256,1021325
3,PAN,1,1440,5735736
3,PAN,3,389,1554861
3,PAN,600,390,1555924
3,PAN,104,1336,5321807
3,PAN,4227,4349,17324233
3,PAN,3330,413,1646833
3,PAN,2690,1922,7654419
3,PAN,50,63,250547
3,PAN,12,190,756798
3,PAN,173,3862,15406445
3,PAN,16200,26348,104947240
3,PAN,12,347,1383576
3,PAN,6,190,756419
3,PAN,15,615,2453573
3,PAN,4,281,1120266
3,PAN,8,506,2017116
3,PAN,19,384,1531269
3,PAN,9,529,2111270
3,PAN,14,573,2284416
3,PAN,28,688,2745369
3,PAN,14,517,2061002
3,PAN,19,505,2015122
3,PAN,6,60,239373
3,PAN,2,30,118091
3,PAN,2,40,158784
3,PAN,2,20,79791
3,PAN,5,5,19948
3,PAN,1,1,3990
3,PAN,647,10413,39798395
3,PAN,1850,1708,6756168
3,PAN,9000,594,2350315
3,PAN,1229,23287,92547928
3,PAN,299,8488,33571282
3,PAN,64,7203,28495153
3,PAN,476,79913,317007129
3,PAN,378,51067,203448371
3,PAN,79,12272,48922241
3,PAN,9,372,1458498
3,PAN,90,1292,5144238
3,PAN,19850,17111,66243220
3,PAN,2000,500,1999255
3,PAN,305,2062,8246927
3,PAN,50,100,398315
3,PAN,54,180,716967
3,PAN,20,60,238989
3,PAN,210,11682,44915070
3,PAN,11,374,1468822
3,PAN,341,6396,25151902
3,PAN,37,4701,18796196
3,PAN,3,155,608372
3,PAN,97,9559,37442201
3,PAN,357,1894,7446595
3,PAN,924,36890,145687726
3,PAN,385,9640,38390993
3,PAN,152,5615,22080864
3,PAN,19,2240,8861171
3,PAN,522,16353,65411048
3,PAN,124,2285,9139874
3,PAN,25,723,2893015
3,PAN,412,5497,21988225
3,PAN,50,260,1035619
3,PAN,372,8357,33416028
3,PAN,865414,43336,171739263
3,PAN,19300,1906,7591884
3,PAN,17200,1376,5480814
3,PAN,100,10,39832
3,PAN,1496,1160,4621251
3,PAN,1817,1264,4832944
3,PAN,91,5413,21394221
3,PAN,600,150,576722
3,PAN,200,1364,5354736
3,PAN,2150,1298,4992486
3,PAN,52,364,1425217
3,PAN,2267,2012,7790945
3,PAN,4810,99718,394045817
3,PAN,500,15238,59924806
3,PAN,1500,5820,22980503
3,PAN,380,11771,46324715
3,PAN,64,1511,5931838
3,PAN,615,32700,125725287
3,PAN,189,8156,32486571
3,PAN,1298,3068,12116095
3,PAN,3828,3930,15111026
3,PAN,66,739,2893816
3,PAN,70,866,3390371
3,PAN,144,1426,5581837
3,PAN,5,15650,60171276
3,PAN,90,3729,14852415
3,PAN,162,5280,21029551
3,PAN,894,27778,108764420
3,PAN,654,13109,50751574
3,PAN,30,20000,76896200
3,PAN,281,9064,36255344
3,PAN,9,10189,40584315
3,PAN,2,1144,4564769
3,PAN,1,500,1962885
3,PAN,12,305,1225792
3,PAN,5360,18424,72328975
3,PAN,4224,53328,212537713
3,PAN,6,248,998883
3,PAN,43,10301,41442402
3,PAN,6,7,26795
3,PAN,91,105949,417759691
3,PAN,6,1331,5246793
3,PAN,163,1445,5764541
3,PAN,143,2310,9215860
3,PAN,96,2946,11617744
3,PAN,180,2105,8298343
3,PAN,5,100,395676
3,PAN,15,15,59351
3,PAN,90,500,1962885
3,PAN,40,80,316541
3,PAN,5,80,316541
3,PAN,1,2,7914
3,PAN,2,4,15827
3,PAN,3,15,59351
3,PAN,4,20,79135
3,PAN,150,1125,4424164
3,PAN,25,2976,11443346
3,PAN,10,958,3684481
3,PAN,7,492,1891493
3,PAN,3,26,100926
3,PAN,350,554,2208952
3,PAN,2324,1683,6623246
3,PAN,500,40,153792
3,PAN,240,367,1463057
3,PAN,24,96,381209
3,PAN,55,28,107847
3,PAN,1818,1177,4523457
3,PAN,2,91,349878
3,PAN,4000,720,2873434
3,PAN,7947,111229,425121729
3,PAN,521,5761,22151296
3,PAN,51,2604,9954223
3,PAN,188,33420,127731000
3,PAN,80,3595,13738550
3,PAN,202,15774,60289017
3,PAN,28,380,1513398
3,PAN,8,96,384175
3,PAN,6,100,396363
3,PAN,10,256,1021280
3,PAN,5,87,348446
3,PAN,8,121,480368
3,PAN,18,256,1021041
3,PAN,19,216,858727
3,PAN,19,10391,41388912
3,PAN,1236,4726,18897278
3,PAN,12,348,1392761
3,PAN,14,122,486263
3,PAN,3,50,198202
3,PAN,5,106,420621
3,PAN,4,72,288300
3,PAN,9,122,486462
3,PAN,48,1518,5984100
3,PAN,30,446,1757803
3,PAN,5,115,455223
3,PAN,38,739,2906184
3,PAN,22,1455,5723098
3,PAN,98,3837,15088089
3,PAN,34,7701,30151630
3,PAN,2,27314,108776731
3,PAN,9,22459,89455694
3,PAN,50,5218,20432006
3,PAN,5,16000,62646880
3,PAN,1,43500,173267025
3,PAN,10861,35285,141086626
3,PAN,335,693,2770967
3,PAN,15780,2367,9292298
3,PAN,400,72,286787
3,PAN,7250,1095,4360553
3,PAN,775,233,932652
3,PAN,10000,1716,6643408
3,PAN,3120,994,3973834
3,PAN,37080,13899,54804292
3,PAN,11764,38157,152570346
3,PAN,966,1161,4611005
3,PAN,8838,2820,11216805
3,PAN,11,6930,27603230
3,PAN,40,11,44604
3,PAN,43050,9737,38826156
3,PAN,19500,2380,9475775
3,PAN,2960,6220,24879440
3,PAN,30096,14315,56373811
3,PAN,8500,1020,4078480
3,PAN,81,699,2794958
3,PAN,2000,5000,19742700
3,PAN,6500,325,1242166
3,PAN,3,5880,23217415
3,PAN,2,6830,26968528
3,PAN,18000,3360,13438085
3,PAN,1600,288,1151974
3,PAN,13680,1368,5471220
3,PAN,73,720,2751876
3,PAN,1790,19831,75793468
3,PAN,609,23495,89798300
3,PAN,142,23522,89904018
3,PAN,84,9656,36904377
3,PAN,267,18704,71486515
3,PAN,779,87400,334047170
3,PAN,2600,24386,95481676
3,PAN,19850,17111,68839939
3,PAN,28,337,1319578
3,PAN,82,1089,4312087
3,PAN,11,116,453837
3,PAN,24,145,579624
3,PAN,31,258,1015468
3,PAN,11,166,664712
3,PAN,7,158,618951
3,PAN,15,299,1194715
3,PAN,16,320,1256506
3,PAN,51,817,3233475
3,PAN,15,253,999856
3,PAN,76,1073,4259379
3,PAN,82975,20608,82466076
3,PAN,37500,5569,22177547
3,PAN,33832,5751,22997190
3,PAN,1340,3337,13342628
3,PAN,553,957,3827374
3,PAN,2756,2801,11151233
3,PAN,27,458,1773202
3,PAN,63,1062,4110318
3,PAN,33,549,2126394
3,PAN,11,184,713702
3,PAN,121,2038,7890364
3,PAN,28,1509,5765792
3,PAN,28,1587,6063873
3,PAN,5,82,318156
3,PAN,36,449,1737507
3,PAN,90,2721,10459959
3,PAN,16,1316,5029053
3,PAN,33,2604,10241919
3,PAN,727,23649,93716349
3,PAN,1822,53468,209349428
3,PAN,218,26000,99373300
3,PAN,47,1001,3937152
3,PAN,160,9597,38068507
3,PAN,113,4940,19342224
3,PAN,71,9065,34648106
3,PAN,1137,22569,88210655
3,PAN,564,9745,38155278
3,PAN,5049,193875,771578983
3,PAN,1821,47156,185579634
3,PAN,3379,114702,447845476
3,PAN,113,3302,12928672
3,PAN,231,1800,7066386
3,PAN,51,5932,23627249
3,PAN,49,4144,16506213
3,PAN,63,1115,4439260
3,PAN,11,735,2929129
3,PAN,18,1834,7305017
3,PAN,509,18438,72475233
3,PAN,274,315,1254692
3,PAN,84,1542,6063031
3,PAN,1162,8861,35295409
3,PAN,22,667,2574345
3,PAN,436,5775,22791561
3,PAN,135,2772,10854512
3,PAN,914,11505,45178494
3,PAN,690,10476,40294491
3,PAN,642,12898,50500629
3,PAN,118,3341,13079729
3,PAN,14,100,391543
3,PAN,344,1735,6716153
3,PAN,16816,187,753950
3,PAN,1395,893,3571120
3,PAN,153990,19103,76383497
3,PAN,251,186,742683
3,PAN,23776,4109,16530565
3,PAN,252,729,2904526
3,PAN,15,92,359162
3,PAN,2515,6520,25495096
3,PAN,214,31410,121601780
3,PAN,1001,961,3762572
3,PAN,4635,5435,21280558
3,PAN,5,75,295537
3,PAN,16,8,30972
3,PAN,102,290,1158694
3,PAN,749,4987,19945831
3,PAN,3897,2236,8788963
3,PAN,607,3121,12418491
3,PAN,2361,281,1120847
3,PAN,6,46,179483
3,PAN,31,244,975048
3,PAN,695,137,529614
3,PAN,877,331,1321707
3,PAN,5325,2742,10813287
3,PAN,747,1493,5940346
3,PAN,7,0,548
3,PAN,18,86,342949
3,PAN,160,1979,7962737
3,PAN,12565,107771,429260874
3,PAN,2250,4072,16472338
3,PAN,21,200,776226
3,PAN,18,1,3915
3,PAN,5,5,19357
3,PAN,8,133,531962
3,PAN,36,449,1761375
3,PAN,40,443,1739132
3,PAN,123,795,3117957
3,PAN,24,236,924951
3,PAN,8,193,754817
3,PAN,150,1981,7888576
3,PAN,16,314,1257331
3,PAN,24,372,1462310
3,PAN,60,483,1896147
3,PAN,24,357,1400636
3,PAN,96,1212,4756895
3,PAN,36,637,2545252
3,PAN,156,1662,6522959
3,PAN,143,4071,16212359
3,PAN,662,8635,33900712
3,PAN,91,1043,4093086
3,PAN,20,747,2985647
3,PAN,354,510,1995930
3,PAN,1111,2644,10572780
3,PAN,42,224,895420
3,PAN,501,952,3806182
3,PAN,9,8408,33024910
3,PAN,20,353,1356449
3,PAN,95,19026,73152805
3,PAN,85,2237,8660976
3,PAN,3,212,848621
3,PAN,12,291,1163834
3,PAN,3,1932,7564611
3,PAN,18,336,1301194
3,PAN,301,837,3347045
3,PAN,1,924,3577220
3,PAN,1,742,2874552
3,PAN,1,1802,6975579
3,PAN,24,595,2302622
3,PAN,1,1895,7624627
3,PAN,1,100,391543
3,PAN,2,6675,26811171
3,PAN,1,2703,10463368
3,PAN,20,992,3840014
3,PAN,3,197,764573
3,PAN,24,1139,4409582
3,PAN,260,4882,18900767
3,PAN,180,496,1921749
3,PAN,3,300,1174629
3,PAN,130,900,3482795
3,PAN,102,32,126477
3,PAN,4,200,783086
3,PAN,321,2009,8033406
3,PAN,300,4620,18280231
3,PAN,16,79,315155
3,PAN,9,6537,26144914
3,PAN,1,1360,5265172
3,PAN,518,525,2085168
3,PAN,1,2332,9028221
3,PAN,85,633,2449273
3,PAN,350,5563,21389639
3,PAN,1,2544,10133471
3,PAN,3,55334,220470915
3,PAN,2,1851,7372293
3,PAN,2,101,404301
3,PAN,1,1320,5182016
3,PAN,1,15500,60849435
3,PAN,103,5546,22180559
3,PAN,151,109,434870
3,PAN,150,743,2958604
3,PAN,7718,8929,35457439
3,PAN,101,413,1651744
3,PAN,301,455,1817999
3,PAN,108,194,771456
3,PAN,3,900,3599919
3,PAN,2,7770,30680156
3,PAN,3,5462,21607017
3,PAN,1,32572,128091850
3,PAN,575,29112,111267137
3,PAN,23,5,18455
3,PAN,97,14,55365
3,PAN,160,3,10765
3,PAN,8,80,307585
3,PAN,45,22,89606
3,PAN,1000,200,768962
3,PAN,75,90,357704
3,PAN,50,240,965570
3,PAN,220,40,158980
3,PAN,224,248,973591
3,PAN,40,875,3520309
3,PAN,1,100,392577
3,PAN,3,15000,59351400
3,PAN,30,48,188764
3,PAN,783,1962,7715034
3,PAN,355,723,2843970
3,PAN,78,146,574158
3,PAN,29,54,213264
3,PAN,17,263,1032737
3,PAN,79,629,2474032
3,PAN,143,1678,6598453
3,PAN,11500,4370,17110429
3,PAN,500,50,195772
3,PAN,9,16,64416
3,PAN,120,791,3111072
3,PAN,125,5028,19771096
3,PAN,428,1113,4451420
3,PAN,47,92,365992
3,PAN,3,6,24399
3,PAN,1369,2762,11047191
3,PAN,26,51,203755
3,PAN,15,30,121997
3,PAN,3,6,25519
3,PAN,3,7,28079
3,PAN,14,197,788782
3,PAN,17,170,678385
3,PAN,13,103,410391
3,PAN,0,3,11153
3,PAN,1,35,139410
3,PAN,3,49,193501
3,PAN,336,3083,11784909
3,PAN,1,2141,8419675
3,PAN,3600,864,3302251
3,PAN,30,39,147913
3,PAN,30,51,193778
3,PAN,180,285,1089284
3,PAN,20,46,175050
3,PAN,20,72,274423
3,PAN,30,56,215564
3,PAN,500,70,267544
